,title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
221,Family Mysteries 3: Criminal Mindset,Bundle info,,,,,(27 reviews),Brave Giant LTD,Artifex Mundi,Mostly Positive,,"TITLE: Family Mysteries 3: Criminal Mindset
GENRE: Adventure, Casual
DEVELOPER: Brave Giant LTD
PUBLISHER: Artifex Mundi
FRANCHISE: AM Hidden Object Games
RELEASE DATE: 16 Jul, 2020","16 Jul, 2020",Casual Hidden Object Tutorial Point & Click +,
222,Video Editor Tycoon,Bundle info,,,,,(12 reviews),Bruno Ferreira Lopes da Silva Teixeira de Queiroz,Rocha Village Games,Positive,,"TITLE: Video Editor Tycoon
GENRE: Indie
DEVELOPER: Bruno Ferreira Lopes da Silva Teixeira de Queiroz, Victor Pusanosky Okada, Claudio Correa Dias
PUBLISHER: Rocha Village Games
RELEASE DATE: 25 May, 2020","25 May, 2020",Indie Casual Management Pixel Graphics 2D +,
223,"Boreal Tenebrae Act I: “I Stand Before You, A Form Undone”",,,,,,(30 reviews),Snot Bubbles Productions,Snot Bubbles Productions,Positive,,"TITLE: Boreal Tenebrae Act I: “I Stand Before You, A Form Undone”
GENRE: Adventure, Indie
DEVELOPER: Snot Bubbles Productions, Music by Guidewire
PUBLISHER: Snot Bubbles Productions
RELEASE DATE: 19 May, 2020","19 May, 2020",Adventure Indie Gore Horror Singleplayer +,
224,Couple in Trouble,Bundle info,,,,,(12 reviews),Ninja Gamer Studio,Ninja Gamer Studio,Positive,,"TITLE: Couple in Trouble
GENRE: Adventure, Casual
DEVELOPER: Ninja Gamer Studio
PUBLISHER: Ninja Gamer Studio
RELEASE DATE: 23 Jun, 2020","23 Jun, 2020",Casual Adventure Platformer Puzzle Platformer +,
225,Slimes,,,,,,(19 reviews),scitydreamer,scitydreamer,Positive,,"TITLE: Slimes
GENRE: RPG
DEVELOPER: scitydreamer
PUBLISHER: scitydreamer
RELEASE DATE: 28 Mar, 2020","28 Mar, 2020",RPG JRPG Turn-Based Combat Story Rich +,
226,Her Lie I Tried To Believe - Extended Edition,,,,,,(31 reviews),Hangover Cat Purrroduction,Hangover Cat Purrroduction,Positive,,"TITLE: Her Lie I Tried To Believe - Extended Edition
GENRE: Casual, Indie
DEVELOPER: Hangover Cat Purrroduction
PUBLISHER: Hangover Cat Purrroduction
RELEASE DATE: 3 Aug, 2020","3 Aug, 2020",Indie Casual Sexual Content Visual Novel +,
227,Mealmates,Bundle info,,,,,(13 reviews),magicdweedoo,magicdweedoo,Positive,,"TITLE: Mealmates
GENRE: Action, Casual, Indie
DEVELOPER: magicdweedoo
PUBLISHER: magicdweedoo
RELEASE DATE: 10 Aug, 2020","10 Aug, 2020",Party Game Minigames 4 Player Local Surreal +,
228,PEE WAR！,,,,,,(16 reviews),LBR games,LBR games,Positive,,"TITLE: PEE WAR！
GENRE: Action, Casual, Indie, Simulation
DEVELOPER: LBR games
PUBLISHER: LBR games
RELEASE DATE: 3 Aug, 2020","3 Aug, 2020",FPS 3D Platformer Runner Real Time Tactics +,
229,Uphold The Realm,,,,,,(17 reviews),Alkaline Development LLC,Alkaline Development LLC,Positive,,"TITLE: Uphold The Realm
GENRE: Action, Adventure, Casual, Indie, Simulation, Strategy, Early Access
DEVELOPER: Alkaline Development LLC
PUBLISHER: Alkaline Development LLC
RELEASE DATE: 15 Jan, 2021
EARLY ACCESS RELEASE DATE: 15 Jan, 2021","15 Jan, 2021",Strategy Tower Defense Casual VR Archery +,
230,Ur Game: The Game of Ancient Gods,,,,,,(16 reviews),Bartoš Studio,Bartoš Studio,Positive,,"TITLE: Ur Game: The Game of Ancient Gods
GENRE: Action, Casual, Indie, Simulation, Strategy
DEVELOPER: Bartoš Studio
PUBLISHER: Bartoš Studio
RELEASE DATE: 22 Jun, 2020","22 Jun, 2020",Casual PvP Board Game Tabletop Strategy +,12.0
231,Save Iron Globe,,,,,,(11 reviews),Frameblade,Frameblade,Positive,,"TITLE: Save Iron Globe
GENRE: Action, Adventure, Indie
DEVELOPER: Frameblade
PUBLISHER: Frameblade
RELEASE DATE: 17 Aug, 2021","17 Aug, 2021",Action Indie Adventure Space Sci-fi +,3.0
232,My Silly Life,,,,,,(18 reviews),storkyproduct,storkyproduct,Positive,,"TITLE: My Silly Life
GENRE: Adventure, Indie
DEVELOPER: storkyproduct
PUBLISHER: storkyproduct
RELEASE DATE: 29 Jul, 2020","29 Jul, 2020",Visual Novel Interactive Fiction Dating Sim 3D +,
233,Marcella Moon: Secret on the Hill,Bundle info,,,,,(12 reviews),Hidden Ocean Games,Hidden Ocean Games,Positive,,"TITLE: Marcella Moon: Secret on the Hill
GENRE: Adventure, Casual, Indie
DEVELOPER: Hidden Ocean Games
PUBLISHER: Hidden Ocean Games
FRANCHISE: Marcella Moon Mysteries
RELEASE DATE: 15 Jun, 2020","15 Jun, 2020",Adventure Puzzle Casual Indie Mystery +,
234,GoblinAttack / 进击的哥布林,,,,,,(38 reviews),leeve_weky,leeve_weky,Positive,,"TITLE: GoblinAttack / 进击的哥布林
GENRE: Casual, Indie, Strategy
DEVELOPER: leeve_weky
PUBLISHER: leeve_weky
RELEASE DATE: 15 Jun, 2020","15 Jun, 2020",Strategy Casual Indie Tower Defense RTS +,
235,STAYHOMER,,,,,,(42 reviews),Noto Muteki,Noto Muteki,Positive,,"TITLE: STAYHOMER
GENRE: Action, Casual, Indie
DEVELOPER: Noto Muteki
PUBLISHER: Noto Muteki
RELEASE DATE: 6 Jun, 2020","6 Jun, 2020",Indie Casual Action Violent Singleplayer +,
236,Roundabout 3,Bundle info,,,,,(10 reviews),Bryce Summer,Bryce Summer,Positive,,"TITLE: Roundabout 3
GENRE: Casual, Indie
DEVELOPER: Bryce Summer
PUBLISHER: Bryce Summer
RELEASE DATE: 13 Jul, 2020","13 Jul, 2020",Electronic Music Rhythm Psychedelic Music +,
237,Crappy Climber,,,,,,(26 reviews),Derpmachine,Derpmachine,Positive,,"TITLE: Crappy Climber
GENRE: Adventure
DEVELOPER: Derpmachine
PUBLISHER: Derpmachine
RELEASE DATE: 22 Oct, 2020","22 Oct, 2020",Unforgiving 3D Platformer Difficult Platformer +,
238,Hell Shuffle,,,,,,(15 reviews),ICE T,ICE T,Positive,,"TITLE: Hell Shuffle
GENRE: Adventure, Indie, RPG, Strategy, Early Access
DEVELOPER: ICE T
PUBLISHER: ICE T
RELEASE DATE: 5 Feb, 2021
EARLY ACCESS RELEASE DATE: 4 Feb, 2021","5 Feb, 2021",Early Access RPG Strategy Roguelike Indie +,
239,Space Slurpies,"3,99€",,,,,(35 reviews),Starcade Arcade LLC,Starcade Arcade LLC,Positive,,"TITLE: Space Slurpies
GENRE: Action, Adventure, Casual, Indie
DEVELOPER: Starcade Arcade LLC
PUBLISHER: Starcade Arcade LLC
FRANCHISE: Starblazer
RELEASE DATE: 8 Apr, 2021","8 Apr, 2021",Casual Arcade Action PvP Adventure VR +,8.0
240,Naudrion: Fall of The Empire,,,,,,(68 reviews),Aleksey Skvortsov,Aleksey Skvortsov,Mostly Positive,,"TITLE: Naudrion: Fall of The Empire
GENRE: Adventure, Indie, RPG, Early Access
DEVELOPER: Aleksey Skvortsov
PUBLISHER: Aleksey Skvortsov
FRANCHISE: Naudrion
RELEASE DATE: 25 Dec, 2020
EARLY ACCESS RELEASE DATE: 25 Dec, 2020","25 Dec, 2020",Open World Early Access Third Person Gothic +,13.0
241,Tyrannis,,,,,,(13 reviews),cGh ONE,cGh ONE,Positive,,"TITLE: Tyrannis
GENRE: Strategy
DEVELOPER: cGh ONE
PUBLISHER: cGh ONE
RELEASE DATE: 8 Jul, 2020","8 Jul, 2020",Strategy Grand Strategy Turn-Based Strategy +,9.0
242,Troupe,,,,,,(15 reviews),Spiral Digit,Spiral Digit,Positive,,"TITLE: Troupe
GENRE: Action, Adventure, Indie
DEVELOPER: Spiral Digit
PUBLISHER: Spiral Digit
RELEASE DATE: 16 Jun, 2021","16 Jun, 2021",Metroidvania Hand-drawn Dungeon Crawler +,2.0
243,The Last Saviour,,,,,,(15 reviews),NGOG,NGOG,Positive,,"TITLE: The Last Saviour
GENRE: Adventure, Indie, Early Access
DEVELOPER: NGOG
PUBLISHER: NGOG
RELEASE DATE: 24 Jul, 2020
EARLY ACCESS RELEASE DATE: 24 Jul, 2020","24 Jul, 2020",Adventure FPS Hidden Object Survival Horror +,
0,群鹰之岛,"5,69€",,,,,(10 reviews),Pixelnicks,Surefire.Games,Positive,,"TITLE: 群鹰之岛
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: Pixelnicks
PUBLISHER: Surefire.Games
RELEASE DATE: 18 Feb, 2021","18 Feb, 2021",Adventure RPG Action-Adventure Cute Indie +,
1,Canvas Hockey,Bundle info,,,,,(18 reviews),Brandon Alexander Holt,Synvoyity LLC,Positive,,"TITLE: Canvas Hockey
GENRE: Action, Casual, Sports
DEVELOPER: Brandon Alexander Holt
PUBLISHER: Synvoyity LLC
FRANCHISE: Canvas Sports
RELEASE DATE: 5 Aug, 2020","5 Aug, 2020",Hockey 2D Top-Down Arcade Cartoony +,7.0
2,Maze: Sinister Play Collector's Edition,,,,,,(12 reviews),Mad Head Games,Big Fish Games,Positive,,"TITLE: Maze: Sinister Play Collector's Edition
GENRE: Adventure, Casual
DEVELOPER: Mad Head Games
PUBLISHER: Big Fish Games
FRANCHISE: Maze
RELEASE DATE: 21 Jun, 2020","21 Jun, 2020",Adventure Hidden Object Puzzle Point & Click +,
3,Minimal Maze,Bundle info,,,,,(23 reviews),Blue.Owl,Blue.Owl,Positive,,"TITLE: Minimal Maze
GENRE: Casual, Indie, Strategy
DEVELOPER: Blue.Owl
PUBLISHER: Blue.Owl
RELEASE DATE: 17 Jul, 2020","17 Jul, 2020",Casual Minimalist Puzzle Relaxing Beautiful +,
4,The Spectre Files: Deathstalker,,,,,,(18 reviews),Game Refuge,Galloping Ghost Productions,Positive,,"TITLE: The Spectre Files: Deathstalker
GENRE: Adventure, Simulation
DEVELOPER: Game Refuge, Galloping Ghost Productions
PUBLISHER: Galloping Ghost Productions
RELEASE DATE: 27 Oct, 2020","27 Oct, 2020",Choose Your Own Adventure Horror Investigation +,
5,Shooting Arena VR,,,,,,(26 reviews),Infinity Studio,Infinity Studio,Positive,,"TITLE: Shooting Arena VR
GENRE: Action, Casual, Early Access
DEVELOPER: Infinity Studio
PUBLISHER: Infinity Studio
RELEASE DATE: 21 Jul, 2020
EARLY ACCESS RELEASE DATE: 21 Jul, 2020","21 Jul, 2020",Early Access Action Shooter Casual FPS +,
6,Flying Slime,Bundle info,,,,,(12 reviews),JoinGames,BlueStacks Systems Inc,Positive,,"TITLE: Flying Slime
GENRE: Action, Adventure, Casual, Indie, Strategy
DEVELOPER: JoinGames
PUBLISHER: BlueStacks Systems Inc, 电钮组
RELEASE DATE: 19 Aug, 2020","19 Aug, 2020",Casual Action-Adventure Cartoon Cute Indie +,
7,MOMO.EXE VR,"8,19€",,,,,(13 reviews),Dymchick1,Dymchick1,Positive,,"TITLE: MOMO.EXE VR
GENRE: Action, Adventure, Indie
DEVELOPER: Dymchick1
PUBLISHER: Dymchick1
FRANCHISE: MOMO.EXE
RELEASE DATE: 14 Aug, 2020","14 Aug, 2020",Adventure Horror VR Multiple Endings 3D +,
8,HuH?: and the Adventures of something,Bundle info,,,,,(24 reviews),StarSystemStudios,StarSystemStudios,Positive,,"TITLE: HuH?: and the Adventures of something
GENRE: Action, Adventure, Casual, Indie
DEVELOPER: StarSystemStudios
PUBLISHER: StarSystemStudios
RELEASE DATE: 14 Aug, 2020","14 Aug, 2020",Action Casual Arcade Platformer Cute +,
9,Neon Cyborg Cat Club,,,,,,(14 reviews),Edwin Montgomery,Myshkin Entertainment,Positive,,"TITLE: Neon Cyborg Cat Club
GENRE: Casual
DEVELOPER: Edwin Montgomery, Myshkin Entertainment
PUBLISHER: Myshkin Entertainment
RELEASE DATE: 10 Sep, 2020","10 Sep, 2020",Atmospheric Experimental Cyberpunk Cats +,
10,The Mikado Birdgirl in Taichung,,,,,,(41 reviews),Erotes Studio,Erotes Studio,Positive,,"TITLE: The Mikado Birdgirl in Taichung
GENRE: Adventure, Casual, Indie
DEVELOPER: Erotes Studio
PUBLISHER: Erotes Studio
FRANCHISE: The Leopard Catgirl in Miaoli, 苗栗國的石虎少女, 苗栗國的石虎少女 (The Leopard Catgirl in Miaoli)
RELEASE DATE: 22 Jan, 2021","22 Jan, 2021",Dating Sim Story Rich Visual Novel Word Game +,
11,The Call Of Paper Plane,,,,,,(21 reviews),Shanhai Game Studio,Shanhai Game Studio,Positive,,"TITLE: The Call Of Paper Plane
GENRE: Adventure, Casual, Indie
DEVELOPER: Shanhai Game Studio
PUBLISHER: Shanhai Game Studio
RELEASE DATE: 11 Jan, 2021
EARLY ACCESS RELEASE DATE: 18 Sep, 2020","11 Jan, 2021",Adventure Casual Action-Adventure Clicker +,6.0
12,Last of Ass,,,,,,(18 reviews),SSP Games,SSP Games,Positive,,"TITLE: Last of Ass
GENRE: Adventure, Indie, RPG
DEVELOPER: SSP Games
PUBLISHER: SSP Games
RELEASE DATE: 5 Dec, 2020","5 Dec, 2020",RPG Adventure Horror Survival First-Person +,
13,SPL: Skilled Pilots Live,,,,,,(11 reviews),Me Vs Game,Me Vs Game,Positive,,"TITLE: SPL: Skilled Pilots Live
GENRE: Action, Indie, Early Access
DEVELOPER: Me Vs Game
PUBLISHER: Me Vs Game
RELEASE DATE: 1 Dec, 2020
EARLY ACCESS RELEASE DATE: 1 Dec, 2020","1 Dec, 2020",Looter Shooter Roguelite Flight Space Sim +,
14,Bulldozer,Bundle info,,,,,(12 reviews),NanningsGames,NanningsGames,Positive,,"TITLE: Bulldozer
GENRE: Action, Casual, Indie, Racing
DEVELOPER: NanningsGames
PUBLISHER: NanningsGames
FRANCHISE: Nannings
RELEASE DATE: 31 Jul, 2020","31 Jul, 2020",Action Isometric Driving Singleplayer Arcade +,
15,Crystal Chasers League,,,,,,(11 reviews),Flipstar,Flipstar,Positive,,"TITLE: Crystal Chasers League
GENRE: Action, Casual, Indie, Racing, Early Access
DEVELOPER: Flipstar
PUBLISHER: Flipstar
RELEASE DATE: 21 Oct, 2020
EARLY ACCESS RELEASE DATE: 21 Oct, 2020","21 Oct, 2020",Multiplayer Action Funny Racing Casual +,
16,Space Kettle,,,,,,(26 reviews),Maxkres Games,Maxkres Games,Positive,,"TITLE: Space Kettle
GENRE: Action, Adventure, Casual, Indie
DEVELOPER: Maxkres Games
PUBLISHER: Maxkres Games
RELEASE DATE: 7 Feb, 2021
EARLY ACCESS RELEASE DATE: 1 Jan, 2021","7 Feb, 2021",Difficult Singleplayer Physics Funny Action +,
17,Dark Stone: The Lightseeker,,,,,,(18 reviews),Jinny Lab Inc.,Jinny Lab Inc.,Positive,,"TITLE: Dark Stone: The Lightseeker
GENRE: Indie, Strategy, Early Access
DEVELOPER: Jinny Lab Inc.
PUBLISHER: Jinny Lab Inc.
RELEASE DATE: 9 Oct, 2020
EARLY ACCESS RELEASE DATE: 9 Oct, 2020","9 Oct, 2020",Roguelike Strategy Deckbuilding Dark Fantasy +,
18,Frontier Quest,,,,,,(10 reviews),Stellar Advent Pty Ltd,Stellar Advent Pty Ltd,Positive,,"TITLE: Frontier Quest
GENRE: Casual, Indie, RPG
DEVELOPER: Stellar Advent Pty Ltd
PUBLISHER: Stellar Advent Pty Ltd
RELEASE DATE: 28 Jan, 2021","28 Jan, 2021",2D Relaxing Cute Turn-Based Strategy RPG +,
19,Heroic Armored Company,,,,,,(138 reviews),魔法谷工作室(Magicvalley Studio),魔法谷工作室(Magicvalley Studio),Mixed,,"TITLE: Heroic Armored Company
GENRE: Action, Adventure, Casual, Indie, Racing, Simulation, Early Access
DEVELOPER: 魔法谷工作室(Magicvalley Studio)
PUBLISHER: 魔法谷工作室(Magicvalley Studio)
RELEASE DATE: 20 Aug, 2020
EARLY ACCESS RELEASE DATE: 20 Aug, 2020","20 Aug, 2020",Early Access Tanks Vehicular Combat Military +,8.0
20,10mg: You are such a Soft and Round Kitten.,Bundle info,,,,,(33 reviews),Sylvie,10mg,Positive,,"TITLE: 10mg: You are such a Soft and Round Kitten.
GENRE: Adventure, Indie
DEVELOPER: Sylvie
PUBLISHER: 10mg
FRANCHISE: 10mg
RELEASE DATE: 15 Oct, 2020","15 Oct, 2020",Adventure Exploration Platformer 2D Platformer +,
21,Slime Pandemic TD,,,,,,(14 reviews),Christoffer Tornell,Christoffer Tornell,Positive,,"TITLE: Slime Pandemic TD
GENRE: Strategy
DEVELOPER: Christoffer Tornell
PUBLISHER: Christoffer Tornell
RELEASE DATE: 7 Oct, 2020","7 Oct, 2020",Strategy Tower Defense 2D Cartoony PvE +,
22,Please Wake Up,,,,,,(16 reviews),CLU Entertainment LLC,CLU Entertainment LLC,Positive,,"TITLE: Please Wake Up
GENRE: Indie
DEVELOPER: CLU Entertainment LLC
PUBLISHER: CLU Entertainment LLC
RELEASE DATE: 29 Jan, 2021","29 Jan, 2021",Psychological Horror Philosophical Experimental +,
23,Legendary Journeys,,,,,,(15 reviews),Blind Monkey Games,Blind Monkey Games,Positive,,"TITLE: Legendary Journeys
GENRE: RPG, Early Access
DEVELOPER: Blind Monkey Games
PUBLISHER: Blind Monkey Games
RELEASE DATE: 7 Sep, 2020
EARLY ACCESS RELEASE DATE: 7 Sep, 2020","7 Sep, 2020",RPG Exploration Party-Based RPG CRPG +,
24,Radioactive dwarfs: evil from the sewers,,,,,,(48 reviews),Slay Buherman,Slay Buherman,Positive,,"TITLE: Radioactive dwarfs: evil from the sewers
GENRE: Action, Adventure, Indie
DEVELOPER: Slay Buherman
PUBLISHER: Slay Buherman
RELEASE DATE: 16 Aug, 2021
EARLY ACCESS RELEASE DATE: 21 Dec, 2020","16 Aug, 2021",Arcade Platformer Underground Shooter 2D +,2.0
25,Throne of Fate,"-80%
8,99€
1,79€",,,Download,,(17 reviews),Enoops,Enoops,Positive,,"TITLE: Throne of Fate
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: Enoops
PUBLISHER: Enoops
RELEASE DATE: 21 Oct, 2020","21 Oct, 2020",Adventure RPG Action Platformer Roguelike +,
26,Flavortown,"4,99€",,,,,(11 reviews),LHOTI,LHOTI,Positive,,"TITLE: Flavortown
GENRE: Action, Adventure, Indie
DEVELOPER: LHOTI
PUBLISHER: LHOTI
RELEASE DATE: 30 Oct, 2020","30 Oct, 2020",Action Adventure VR Action-Adventure Cats +,
27,Stand 'em Up,,,,,,(30 reviews),ZAO Igroprom,ZAO Igroprom,Positive,,"TITLE: Stand 'em Up
GENRE: Action, Adventure, Indie
DEVELOPER: ZAO Igroprom
PUBLISHER: ZAO Igroprom
RELEASE DATE: 11 Jun, 2021","11 Jun, 2021",Action Experimental 2D Platformer Beat 'em up +,
28,Of Mice and Moggies,,,,,,(12 reviews),Bippinbits,Bippinbits,Positive,,"TITLE: Of Mice and Moggies
GENRE: Indie
DEVELOPER: Bippinbits
PUBLISHER: Bippinbits
RELEASE DATE: 23 Feb, 2021","23 Feb, 2021",Puzzle Sokoban Difficult Level Editor Cute +,
29,Survival Simulator 生存模拟器,"5,69€",,,,,(11 reviews),Yuyi Studio,East2West Games,Positive,,"TITLE: Survival Simulator 生存模拟器
GENRE: Adventure, Indie
DEVELOPER: Yuyi Studio
PUBLISHER: East2West Games
RELEASE DATE: 10 Jun, 2021
EARLY ACCESS RELEASE DATE: 24 Sep, 2020","10 Jun, 2021",Adventure Open World Survival Singleplayer +,
30,Shiny Summer,Bundle info,,,,,(11 reviews),玫瑰工作室,玫瑰工作室,Positive,,"TITLE: Shiny Summer
GENRE: Adventure, Casual, Indie
DEVELOPER: 玫瑰工作室
PUBLISHER: 玫瑰工作室
RELEASE DATE: 15 Sep, 2020","15 Sep, 2020",Anime Puzzle Casual Cute Relaxing 2D +,
31,Lombardi's World,,,,,,(46 reviews),Andrew Katz,1 Trait Danger,Positive,,"TITLE: Lombardi's World
GENRE: Adventure, Indie, Massively Multiplayer
DEVELOPER: Andrew Katz, Emi Schaufeld
PUBLISHER: 1 Trait Danger, Matador Records
RELEASE DATE: 7 Dec, 2020","7 Dec, 2020",Adventure Massively Multiplayer Puzzle 3D +,
32,Conspiracy!,,,,,,(12 reviews),Tim Sheinman,Tim Sheinman,Positive,,"TITLE: Conspiracy!
GENRE: Indie
DEVELOPER: Tim Sheinman
PUBLISHER: Tim Sheinman
RELEASE DATE: 20 Jan, 2021","20 Jan, 2021",Puzzle Interactive Fiction Investigation 2D +,
33,Axis Football 2020,,,,,,(148 reviews),Axis Games,Axis Games,Mostly Positive,,"TITLE: Axis Football 2020
GENRE: Indie, Simulation, Sports, Strategy
DEVELOPER: Axis Games
PUBLISHER: Axis Games
RELEASE DATE: 7 Oct, 2020","7 Oct, 2020",Sports Simulation Strategy Football Indie +,
34,LA FORET DE PAGO : LA VENGEANCE DU DRAGON,"4,99€",,,,,(14 reviews),Futurtech,Nova's Army,Positive,,"TITLE: LA FORET DE PAGO : LA VENGEANCE DU DRAGON
GENRE: Indie
DEVELOPER: Futurtech
PUBLISHER: Nova's Army
RELEASE DATE: 24 Sep, 2020","24 Sep, 2020",Choose Your Own Adventure Spelling Education +,
35,Evolution of a Mini World: Physics Wonderland,Bundle info,,,,,(14 reviews),William at Oxford,William at Oxford,Positive,,"TITLE: Evolution of a Mini World: Physics Wonderland
GENRE: Adventure, Casual, RPG, Simulation, Strategy
DEVELOPER: William at Oxford
PUBLISHER: William at Oxford
RELEASE DATE: 13 Feb, 2021","13 Feb, 2021",Space Sim Space Sci-fi Simulation Sandbox +,
36,Bloody Service,,,,,,(16 reviews),CASE,CASE,Positive,,"TITLE: Bloody Service
GENRE: Adventure, Indie
DEVELOPER: CASE
PUBLISHER: CASE
RELEASE DATE: 22 Dec, 2020","22 Dec, 2020",FMV Horror Interactive Fiction Visual Novel +,
37,Black Chapter,Bundle info,,,,,(15 reviews),Spire Studio,Spire Studio,Positive,,"TITLE: Black Chapter
GENRE: Adventure, Indie, RPG
DEVELOPER: Spire Studio
PUBLISHER: Spire Studio
RELEASE DATE: 24 Oct, 2020","24 Oct, 2020",Mystery Horror Indie Anime RPG 2D +,5.0
38,Airstrife: Assault of the Aviators,,,,,,(13 reviews),Kenisoft Game Studio,Kenisoft Game Studio,Positive,,"TITLE: Airstrife: Assault of the Aviators
GENRE: Action, Adventure, RPG, Simulation
DEVELOPER: Kenisoft Game Studio
PUBLISHER: Kenisoft Game Studio
RELEASE DATE: 26 Feb, 2021","26 Feb, 2021",Difficult Pixel Graphics Top-Down Shooter 2D +,
39,Panmorphia,,,,,,(14 reviews),LKMAD,LKMAD,Positive,,"TITLE: Panmorphia
GENRE: Adventure, Casual, Indie
DEVELOPER: LKMAD
PUBLISHER: LKMAD
RELEASE DATE: 6 Nov, 2020","6 Nov, 2020",Casual Adventure Puzzle Point & Click 2D +,
40,Rev,,,,,,(25 reviews),Nostalgiatree and faxdoc games,Nostalgiatree and faxdoc games,Positive,,"TITLE: Rev
GENRE: Casual, Indie, Strategy
DEVELOPER: Nostalgiatree and faxdoc games
PUBLISHER: Nostalgiatree and faxdoc games
RELEASE DATE: 14 May, 2020","14 May, 2020",Casual Strategy Management Survival 2D +,
41,Frisbee For Fun,Bundle info,,,,,(18 reviews),Caio Flavio,Caio Flavio,Positive,,"TITLE: Frisbee For Fun
GENRE: Action, Adventure, Casual, Indie, Sports
DEVELOPER: Caio Flavio
PUBLISHER: Caio Flavio
FRANCHISE: Caio Flavio
RELEASE DATE: 21 Nov, 2020","21 Nov, 2020",Cats Surreal Minimalist Puzzle Platformer +,
42,Agent Klutz,"3,99€",,,Free,,(21 reviews),notagamestudio,notagamestudio,Positive,,"TITLE: Agent Klutz
GENRE: Action, Adventure, Indie, Racing
DEVELOPER: notagamestudio
PUBLISHER: notagamestudio
RELEASE DATE: 11 Nov, 2020","11 Nov, 2020",Experimental Shooter Rhythm Pixel Graphics +,
43,Antiprism,,,,,,(14 reviews),Zero Fun,Zero Fun,Positive,,"TITLE: Antiprism
GENRE: Action, Indie
DEVELOPER: Zero Fun
PUBLISHER: Zero Fun
RELEASE DATE: 21 Jun, 2021","21 Jun, 2021",VR Action Space Shooter Bullet Hell PvE +,12.0
44,Anime - Space Sniper,,,,,,(15 reviews),Seito Games,Seito Games,Positive,,"TITLE: Anime - Space Sniper
GENRE: Action, Adventure, Casual, Indie, Sports
DEVELOPER: Seito Games
PUBLISHER: Seito Games
FRANCHISE: Seito Games
RELEASE DATE: 15 Nov, 2020
EARLY ACCESS RELEASE DATE: 12 Oct, 2020","15 Nov, 2020",Action Casual Adventure Nudity Indie 3D +,
45,Inukari - Chase of Deception,,,,,,(12 reviews),EinzelartigGames,EinzelartigGames,Positive,,"TITLE: Inukari - Chase of Deception
GENRE: Action, Indie
DEVELOPER: EinzelartigGames
PUBLISHER: EinzelartigGames
RELEASE DATE: 18 Mar, 2021","18 Mar, 2021",Action Indie 2D Platformer Retro Platformer +,11.0
46,Sky Journey - Jigsaw Landscapes,Bundle info,,,,,(18 reviews),RSoft Games,RSoft Games,Positive,,"TITLE: Sky Journey - Jigsaw Landscapes
GENRE: Adventure, Casual, Indie
DEVELOPER: RSoft Games
PUBLISHER: RSoft Games
FRANCHISE: RSoft Games
RELEASE DATE: 5 Nov, 2020","5 Nov, 2020",Casual Tabletop Puzzle Nature Relaxing +,
47,times infinity,,,,,,(32 reviews),UWILMOD,UWILMOD,Positive,,"TITLE: times infinity
GENRE: Adventure, Indie
DEVELOPER: UWILMOD
PUBLISHER: UWILMOD
RELEASE DATE: 8 Apr, 2021","8 Apr, 2021",Adventure Open World Visual Novel FPS 2D +,
48,RollerBaller,,,,,,(15 reviews),Redkar Limited,Redkar Limited,Positive,,"TITLE: RollerBaller
GENRE: Action, Casual, Racing
DEVELOPER: Redkar Limited, Unknown Studios
PUBLISHER: Redkar Limited
RELEASE DATE: 14 Nov, 2020","14 Nov, 2020",Action Casual Racing Arcade Exploration +,
